StnID,Year,Lat,Lon,Level,Reason,TriggerAnomYear,TriggerAnomValue,TriggerZrob,NextAnomYear,NextAnomValue,NextZrob,Cap,MedianA,MAD_A,ScaleA,AbsMinEffective,QC_Zrob,QC_MinAbsGlobal,QC_StnAbsMult,QC_LevelConfirmK,QC_RobustFallbackAbs,LevelLocalMedian,LevelLocalScale,LevelLocalScore,QC_LevelWindowYears,QC_LevelMinPoints,SourceType
1000527603,2003,36.2027,-115.2228,-13.13993,spike_pair_year_level,2003,51.36185,14.372455802758472,2004.0,-46.46828,-12.841602387643183,100.0,-0.3048000000000002,2.424685,3.594837981,35.94837981,6.0,10.0,10.0,6.0,50.0,-59.2013,1.563549960000001,29.459480783076465,2,3,depth
1000528283,2003,36.2208,-115.2883,-14.11529,spike_pair_year_level,2003,111.17730999999999,8.833702401867608,2004.0,-106.68151,-8.74834997686253,100.0,1.7190999999999974,8.35759999999999,12.390977759999986,123.90977759999986,6.0,10.0,10.0,6.0,50.0,-120.7968,7.9421399399999935,13.432338237041954,2,3,depth
1000528810,1988,36.2414,-99.84345,-1.46304,robust_jump_year_level,1988,18.39468,48.86479989764473,,,,100.0,0.06704999999999828,0.2529799999999973,0.375068147999996,10.0,6.0,10.0,10.0,6.0,50.0,-19.85772,0.23949920399999805,76.80476466218298,2,3,depth
1000529260,1972,36.26,-115.2211,-18.288,robust_jump_year_level,1973,-17.48638,-30.344022168076798,,,,100.0,-0.9631699999999981,0.36728000000000094,0.5445293280000013,10.0,6.0,10.0,10.0,6.0,50.0,-35.77438,1.7940201300000036,9.747036673440206,2,3,depth
1000529514,2007,36.2691,-115.27,-4.363212,robust_jump_year_level,2007,23.035258,12.728987461588956,,,,100.0,0.31394000000000233,1.2039699999999982,1.7850059219999972,17.85005921999997,6.0,10.0,10.0,6.0,50.0,-27.39847,2.1600740699999985,10.664105606341552,2,3,depth
1000531299,2010,36.3459,-101.0118,-102.0836,robust_jump_year_level,2010,11.9726,10.77117157966519,,,,100.0,-0.707135000000001,0.7940049999999914,1.1771918129999872,11.771918129999872,6.0,10.0,10.0,6.0,50.0,-113.44200000000001,0.9964554600000005,11.398803515011094,2,3,depth
1000531313,1996,36.3506,-101.9999,-78.45552,robust_jump_year_level,1996,12.054839999999999,13.426100874699404,,,,100.0,-0.8077200000000033,0.6461800000000011,0.9580264680000016,10.0,6.0,10.0,10.0,6.0,50.0,-89.70264,1.197525672000005,9.391965669692924,2,3,depth
1000531578,1974,36.4636,-102.3335,-64.008,robust_jump_year_level,1975,-22.17725,-35.99986879773352,,,,100.0,-0.37794999999999845,0.40842999999999563,0.6055383179999935,10.0,6.0,10.0,10.0,6.0,50.0,-86.15477,0.04518964799999581,490.0850300936634,2,3,depth
1000533212,2003,36.4028,-99.99652,-1.6764,robust_jump_year_level,2003,15.453360000000002,47.91758088746773,,,,100.0,-0.028954999999999842,0.21793000000000085,0.32310301800000124,10.0,6.0,10.0,10.0,6.0,50.0,-16.81886,0.4609403400000002,32.85123623590852,2,3,depth
1000534889,2013,36.4584,-105.6284,-68.08013,robust_jump_year_level,2014,16.224509999999995,51.14685152694093,,,,100.0,-0.18592999999999904,0.21640999999999622,0.32084946599999437,10.0,6.0,10.0,10.0,6.0,50.0,-51.85562,1.254012732000005,12.938074379933752,2,3,depth
1000536755,1977,36.5261,-121.8355,-14.12748,robust_jump_year_level,1978,10.10412,13.231921663849677,,,,100.0,-0.06095999999999968,0.51816,0.7682240159999999,10.0,6.0,10.0,10.0,6.0,50.0,-4.78536,1.4460687359999995,6.460356805611766,2,3,depth
1000537206,2008,36.5389,-102.0147,-22.89048,robust_jump_year_level,2009,-73.69759,-166.22841420830343,,,,100.0,-0.8321100000000001,0.29565999999999804,0.43834551599999705,10.0,6.0,10.0,10.0,6.0,50.0,-96.58807,1.206569531999989,61.0802676890408,2,3,depth
1000537500,1955,36.5508,-116.5012,-2.1336,robust_jump_year_level,1956,-28.8036,-34.16444425775824,,,,100.0,-0.16459000000000223,0.5654050000000002,0.8382694530000002,10.0,6.0,10.0,10.0,6.0,50.0,-30.90672,0.045189648000001074,636.7192769458907,2,3,depth
1000537638,1977,36.5528,-102.8533,-43.51325,spike_pair_year_level,1977,-14.432279999999999,-13.008036075620018,1978.0,17.08709,15.460981827754237,100.0,-0.03048000000000073,0.7467600000000019,1.1071463760000027,11.071463760000027,6.0,10.0,10.0,6.0,50.0,-26.42616,1.5138532079999967,11.287151164791162,2,3,depth
1000540429,1965,36.6467,-101.2757,-28.956,robust_jump_year_level,1966,-23.164800000000003,-40.1084027811216,,,,100.0,-0.14630500000000168,0.38709499999999863,0.573907046999998,10.0,6.0,10.0,10.0,6.0,50.0,-52.1208,2.8424258939999967,8.14965837768998,2,3,depth
1000541324,2009,36.6761,-110.4007,-91.31808,spike_pair_year_level,2009,-52.39511999999999,-165.15388024898772,2010.0,52.425599999999996,166.21379429959384,100.0,-0.1524000000000001,0.21335999999999444,0.31632753599999175,10.0,6.0,10.0,10.0,6.0,50.0,-38.89248,0.18075859199999378,290.0310265749459,2,3,depth
1000541561,2016,36.6839,-96.38384,-20.66239,robust_jump_year_level,2016,10.600950000000001,12.68501797226107,,,,100.0,0.05334000000000216,0.5608400000000024,0.8315013840000036,10.0,6.0,10.0,10.0,6.0,50.0,-31.26334,0.0790818840000032,134.05029652555535,2,3,depth
1000543956,1969,36.7639,-102.5671,-76.6633,spike_pair_year_level,1969,-22.407380000000003,-26.86066240492425,1970.0,21.07692000000001,25.152599990770092,100.0,0.04876000000000147,0.5638900000000007,0.836023314000001,10.0,6.0,10.0,10.0,6.0,50.0,-55.58638,1.9725399959999925,10.685167369351577,2,3,depth
1000544962,1966,36.7995,-101.491,-37.4203,robust_jump_year_level,1967,-12.222480000000004,-11.676445958565973,,,,100.0,-0.7459950000000006,0.6629400000000025,0.9828748440000037,10.0,6.0,10.0,10.0,6.0,50.0,-49.64278,1.3850597460000003,8.824514635775143,2,3,depth
1000545104,1987,36.799,-116.8158,-165.9331,robust_jump_year_level,1988,13.22829999999999,167.24210147301082,,,,100.0,0.0,0.05334999999999468,0.0790967099999921,10.0,6.0,10.0,10.0,6.0,50.0,-152.7048,0.09043860000001044,146.268296943987,2,3,depth
1000545737,1997,36.8283,-116.4678,-725.9361,robust_jump_year_level,1998,-24.18889999999999,-243.33133700158172,,,,100.0,0.018299999999953798,0.06709999999998217,0.09948245999997357,10.0,6.0,10.0,10.0,6.0,50.0,-750.125,1.5591021600000112,15.5146343970172,2,3,depth
1000546121,1968,36.8439,-102.3185,-31.3944,robust_jump_year_level,1969,-35.21964,-14.255704656782187,,,,100.0,-1.7206000000000046,1.584965000000004,2.349869109000006,23.498691090000058,6.0,10.0,10.0,6.0,50.0,-66.02882,0.86764717200001,39.91763140328612,2,3,depth
1000546991,2007,36.8789,-108.4856,-54.78475,robust_jump_year_level,2008,12.21029,15.675279270861443,,,,100.0,-0.32766499999999965,0.5394949999999987,0.7998552869999981,10.0,6.0,10.0,10.0,6.0,50.0,-42.77868,0.3027765719999991,39.653233143811526,2,3,depth
1000546991,2011,36.8789,-108.4856,-54.98287,robust_jump_year_level,2011,-11.643360000000001,-14.147177850685418,,,,100.0,-0.32766499999999965,0.5394949999999987,0.7998552869999981,10.0,6.0,10.0,10.0,6.0,50.0,-43.33951,0.8314865579999936,14.00306461719143,2,3,depth
1000547243,1971,36.8906,-100.0268,-17.39494,robust_jump_year_level,1972,11.234931999999997,22.681292767840016,,,,100.0,-0.03962399999999988,0.33528,0.497086128,10.0,6.0,10.0,10.0,6.0,50.0,-6.749796,0.8744196887999993,12.17395277845213,2,3,depth
1000547651,1998,36.9043,-76.88857,-15.25676,robust_jump_year_level,1998,33.03118,42.8031950424428,,,,100.0,-0.624839999999999,0.5303499999999985,0.7862969099999978,10.0,6.0,10.0,10.0,6.0,50.0,-47.09465,1.7691717539999963,17.995929410480553,2,3,depth
1000548533,1970,36.9336,-121.7622,-15.27048,robust_jump_year_level,1971,-15.33144,-10.27550471529726,,,,100.0,-0.031239999999998602,1.0043150000000036,1.4889974190000053,14.889974190000054,6.0,10.0,10.0,6.0,50.0,-30.60192,1.807585920000001,8.48172130041818,2,3,depth
1000548750,1966,36.9419,-111.4721,-166.116,cap_jump_year_level,1967,127.73711000000002,35.5412386458937,,,,100.0,4.0675550000000005,2.346962999999999,3.479607343799998,34.79607343799998,6.0,10.0,10.0,6.0,50.0,-38.37889,12.165044345999995,10.50034067833065,2,3,depth
1000549342,1980,36.9641,-121.7216,-34.77311,spike_pair_year_level,1980,-23.623530000000002,-17.59547908340339,1981.0,19.472150000000003,11.568399649776403,100.0,2.37744,0.9967000000000006,1.4777074200000009,14.777074200000008,6.0,10.0,10.0,6.0,50.0,-14.52372,1.7262504840000015,11.730273322257897,2,3,depth
1000551170,1984,37.0331,-101.8535,-31.37002,robust_jump_year_level,1985,-19.90344,-116.435103308026,,,,100.0,-0.17220999999999975,0.11430000000000007,0.1694611800000001,10.0,6.0,10.0,10.0,6.0,50.0,-51.27346,0.34342946399999813,57.95495752804747,2,3,depth
1000552657,2007,37.0942,-93.82789,-43.40352,robust_jump_year_level,2008,21.02053,37.69745814479669,,,,100.0,0.23773999999999873,0.37184999999999846,0.5513048099999976,10.0,6.0,10.0,10.0,6.0,50.0,-22.38299,2.257228847999997,9.312538256200787,2,3,depth
1000555521,1994,37.1927,-120.5705,-29.62961,robust_jump_year_level,1994,-12.37641,-13.561684883154172,,,,100.0,0.8305800000000012,0.6568499999999986,0.9738458099999979,10.0,6.0,10.0,10.0,6.0,50.0,-18.08378,1.2314179080000016,9.376045228018548,2,3,depth
